"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","ID"
"Achrosis lithosiaria",1,1,"Achrosis lithosiaria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridqe","Bioshifts_v1",NA,"Achrosis lithosiaria","Achrosis lithosiaria",149
"Achrosis recitata",0,1,"Achrosis recitata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Bioshifts_v2",NA,"Achrosis recitata","Achrosis recitata",150
"Achrosis rigorata",1,1,"Achrosis rigorata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridqe","Bioshifts_v1",NA,"Achrosis rigorata","Achrosis rigorata",151
"Achyrachaena mollis",1,1,"Achyrachaena mollis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3101208","Achyrachaena mollis","Achyrachaena mollis",152
"Achyrocline alata",1,1,"Achyrocline alata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3139547","Achyrocline alata","Achyrocline alata",153
"Achyronychia cooperi",1,1,"Achyronychia cooperi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085617","Achyronychia cooperi","Achyronychia cooperi",154
"Acidota cruentata",1,1,"Acidota cruentata","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:4444215","Acidota cruentata","Acidota cruentata",155
"Acilius sulcatus",1,0,"Acilius sulcatus","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","gbif","GBIF:4470286","Acilius sulcatus","Acilius sulcatus",156
"Clinopodium alpinum",1,1,"Clinopodium alpinum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:7307319","Acinos alpinus","Acinos alpinus",157
"Clinopodium acinos",1,0,"Clinopodium acinos","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2927118","Acinos arvensis","Acinos arvensis",158
"Actinote guatemalena",0,1,"Actinote guatemalena","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:1901076","Acinote guatemalena","Acinote guatemalena",159
"Acmira catherinae",1,1,"Aricidea catherinae","Animalia","Annelida","Polychaeta",NA,"Paraonidae","gbif","GBIF:2318541","Acmira catherinae","Acmira catherinae",160
"Acmispon americanus",1,1,"Acmispon americanus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975816","Acmispon americanus","Acmispon americanus var. americanus",161
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus",162
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus var. argenteus",163
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus var. argophyllus",164
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus var. fremontii",165
"Acmispon argyraeus",1,1,"Acmispon argyraeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372362","Acmispon argyraeus","Acmispon argyraeus var. multicaulis",166
"Acmispon brachycarpus",1,1,"Acmispon brachycarpus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975809","Acmispon brachycarpus","Acmispon brachycarpus",167
"Acmispon dendroideus",1,1,"Acmispon dendroideus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372357","Acmispon dendroideus","Acmispon dendroideus var. dendroideus",168
"Acmispon denticulatus",1,1,"Acmispon denticulatus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975805","Acmispon denticulatus","Acmispon denticulatus",169
"Acmispon glaber",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7274828","Acmispon glaber","Acmispon glaber",170
"Acmispon glaber",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7274828","Acmispon glaber","Acmispon glaber var. brevialatus",171
"Acmispon nudatus",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7274828","Acmispon glaber","Acmispon glaber var. brevialatus",172
"Acmispon glaber",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7274828","Acmispon glaber","Acmispon glaber var. glaber",173
"Acmispon grandiflorus",1,1,"Acmispon grandiflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372350","Acmispon grandiflorus","Acmispon grandiflorus",174
"Acmispon grandiflorus",1,1,"Acmispon grandiflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372350","Acmispon grandiflorus","Acmispon grandiflorus var. grandiflorus",175
"Acmispon haydonii",1,1,"Acmispon haydonii","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:3908093","Acmispon haydonii","Acmispon haydonii",176
"Acmispon heermannii",1,1,"Acmispon tomentosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10732853","Acmispon heermannii","Acmispon heermannii",177
"Acmispon heermannii",1,1,"Acmispon tomentosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10732853","Acmispon heermannii","Acmispon heermannii var. heermannii",178
"Acmispon junceus",1,1,"Acmispon junceus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372335","Acmispon junceus","Acmispon junceus",179
"Acmispon maritimus",1,1,"Acmispon maritimus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975785","Acmispon maritimus","Acmispon maritimus",180
"Acmispon maritimus",1,1,"Acmispon maritimus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975785","Acmispon maritimus","Acmispon maritimus var. brevivexillus",181
"Acmispon maritimus",1,0,"Acmispon maritimus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975785","Acmispon maritimus","Acmispon maritimus var. maritimus",182
"Acmispon micranthus",1,1,"Acmispon micranthus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:3908036","Acmispon micranthus","Acmispon micranthus",183
"Acmispon nevadensis",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis",184
"Acmispon decumbens",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis",185
"Acmispon nevadensis",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis var. davidsonii",186
"Acmispon decumbens",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis var. davidsonii",187
"Acmispon decumbens",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis var. nevadensis",188
"Acmispon nevadensis",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis var. nevadensis",189
"Acmispon parviflorus",1,1,"Acmispon parviflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975796","Acmispon parviflorus","Acmispon parviflorus",190
"Acmispon procumbens",1,1,"Acmispon procumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372312","Acmispon procumbens","Acmispon procumbens var. procumbens",191
"Acmispon rigidus",1,1,"Acmispon rigidus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:3907980","Acmispon rigidus","Acmispon rigidus",192
"Acmispon strigosus",1,1,"Acmispon strigosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7529240","Acmispon strigosus","Acmispon strigosus",193
"Acmispon wrangelianus",1,1,"Acmispon wrangelianus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975801","Acmispon wrangelianus","Acmispon wrangelianus",194
"Acolutha albipunctata",1,1,"Acolutha albipunctata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1959649","Acolutha albipunctata","Acolutha albipunctata",195
"Acolutha flavivitta",0,1,"Acolutha flavivitta","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1959655","Acolutha flavivitta","Acolutha flavivitta",196
"Aconitum columbianum",1,1,"Aconitum columbianum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033668","Aconitum columbianum","Aconitum columbianum",197
"Aconitum lycoctonum",1,1,"Aconitum lycoctonum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033675","Aconitum lycoctonum","Aconitum lycoctonum",198
"Aconitum napellus",1,1,"Aconitum napellus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033665","Aconitum napellus","Aconitum napellus",199
"Aconitum napellus",1,0,"Aconitum napellus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033665","Aconitum napellus","Aconitum napellus tauricum",200
"Aconitum degenii",1,0,"Aconitum nasutum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7276905","Aconitum paniculatum","Aconitum paniculatum",201
"Koenigia davisiae",1,1,"Koenigia davisiae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:9034333","Aconogonon davisiae","Aconogonon davisiae",202
"Aconogonon davisiae",1,1,"Koenigia davisiae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:9034333","Aconogonon davisiae","Aconogonon davisiae",203
"Aconogonon hookeri",1,1,"Koenigia hookeri","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:9060115","Aconogonon hookeri","Aconogonon hookeri",204
"Koenigia hookeri",1,1,"Koenigia hookeri","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:9060115","Aconogonon hookeri","Aconogonon hookeri",205
"Polygonum phytolaccifolium",1,1,"Koenigia phytolaccifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:8155922","Aconogonon phytolaccifolium","Aconogonon phytolaccifolium",206
"Aconogonon phytolaccifolium",1,1,"Koenigia phytolaccifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:8155922","Aconogonon phytolaccifolium","Aconogonon phytolaccifolium",207
"Acosmetia caliginosa",1,1,"Acosmetia caliginosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:8150836","Acosmetia caliginosa","Acosmetia caliginosa",208
"Perezia microcephala",1,1,"Acourtia microcephala","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5388156","Acourtia microcephala","Acourtia microcephala",209
"Acrocarpia paniculata",1,0,"Acrocarpia paniculata",NA,NA,"Phaeophyceae","Fucales","Sargassaceae","ncbi","NCBI:717668","Acrocarpia paniculata","Acrocarpia paniculata",210
"Acrocephalus arundinaceus",1,1,"Acrocephalus arundinaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493128","Acrocephalus arundinaceus","Acrocephalus arundinaceus",211
"Acrocephalus dumetorum",1,1,"Acrocephalus dumetorum","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493145","Acrocephalus dumetorum","Acrocephalus dumetorum",212
"Acrocephalus palustris",1,1,"Acrocephalus palustris","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493136","Acrocephalus palustris","Acrocephalus palustris",213
"Acrocephalus schoenobaenus",1,1,"Acrocephalus schoenobaenus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493129","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus",214
"Acrocephalus scirpaceus",1,0,"Acrocephalus scirpaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493118","Acrocephalus scirpacaeus","Acrocephalus scirpacaeus",215
"Acrocephalus scirpaceus",1,1,"Acrocephalus scirpaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493118","Acrocephalus scirpaceus","Acrocephalus scirpaceus",216
"Acrocephalus schoenobaenus",0,1,"Acrocephalus schoenobaenus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493129","Acrocephalus scoenobaenus","Acrocephalus scoenobaenus",217
"Acroloxus lacustris",0,1,"Acroloxus lacustris","Animalia","Mollusca","Gastropoda",NA,"Acroloxidae","gbif","GBIF:4359157","Acroloxus lacustris","Acroloxus lacustris",218
"Acroneuria abnormis",1,1,"Acroneuria abnormis","Animalia","Arthropoda","Insecta","Plecoptera","Perlidae","gbif","GBIF:2005130","Acroneuria abnormis","Acroneuria abnormis",219
"Acronicta aceris",1,1,"Acronicta aceris","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782763","Acronicta aceris","Acronicta aceris",220
"Acronicta alni",1,1,"Acronicta alni","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782726","Acronicta alni","Acronicta alni",221
"Acronicta auricoma",1,1,"Acronicta auricoma","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782927","Acronicta auricoma","Acronicta auricoma",222
"Acronicta cuspis",1,1,"Acronicta cuspis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:7825213","Acronicta cuspis","Acronicta cuspis",223
"Acronicta euphorbiae",1,1,"Acronicta euphorbiae","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782727","Acronicta euphorbiae","Acronicta euphorbiae",224
"Acronicta leporina",1,1,"Acronicta leporina","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1783043","Acronicta leporina","Acronicta leporina",225
"Acronicta megacephala",1,1,"Acronicta megacephala","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782777","Acronicta megacephala","Acronicta megacephala",226
"Acronicta menyanthidis",1,1,"Acronicta menyanthidis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1783037","Acronicta menyanthidis","Acronicta menyanthidis",227
"Acronicta psi",1,1,"Acronicta psi","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782948","Acronicta psi","Acronicta psi",228
"Acronicta rumicis",1,1,"Acronicta rumicis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782672","Acronicta rumicis","Acronicta rumicis",229
"Acronicta strigosa",1,1,"Acronicta strigosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782841","Acronicta strigosa","Acronicta strigosa",230
"Acronicta tridens",1,1,"Acronicta tridens","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1783016","Acronicta tridens","Acronicta tridens",231
"Acropora cervicornis",1,0,"Acropora cervicornis","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184681","Acropora cervicornis","Acropora cervicornis",232
"Acropora hyacinthus",1,1,"Acropora hyacinthus","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184675","Acropora hyacinthus","Acropora hyacinthus",233
"Acropora muricata",1,1,"Acropora muricata","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:9779504","Acropora muricata","Acropora muricata",234
"Acropora palmata",1,0,"Acropora palmata","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184657","Acropora palmata","Acropora palmata",235
"Acropora pruinosa",1,1,"Acropora pruinosa","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184634","Acropora pruinosa","Acropora pruinosa",236
"Acropora solitaryensis",1,1,"Acropora solitaryensis","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184685","Acropora solitaryensis","Acropora solitaryensis",237
"Rhaponticum repens",1,1,"Rhaponticum repens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3142208","Acroptilon repens","Acroptilon repens",238
"Acrossus depressus",1,1,"Acrossus depressus","Animalia","Arthropoda","Insecta","Coleoptera","Aphodiidae","gbif","GBIF:1068557","Acrossus depressus","Acrossus depressus",239
"Aphodius luridus",1,1,"Acrossus luridus","Animalia","Arthropoda","Insecta","Coleoptera","Aphodiidae","gbif","GBIF:1068608","Acrossus luridus","Acrossus luridus",240
"Acroteriobatus annulatus",0,1,"Acroteriobatus annulatus","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","gbif","GBIF:8502641","Acroteriobatus annulatus","Acroteriobatus annulatus",241
"Acrotrichis intermedia",1,1,"Acrotrichis intermedia","Animalia","Arthropoda","Insecta","Coleoptera","Ptiliidae","gbif","GBIF:4435795","Acrotrichis intermedia","Acrotrichis intermedia",242
"Acrotrichis sericans",1,1,"Acrotrichis sericans","Animalia","Arthropoda","Insecta","Coleoptera","Ptiliidae","gbif","GBIF:4435808","Acrotrichis sericans","Acrotrichis sericans",243
"Acrotrichis thoracica",1,1,"Acrotrichis thoracica","Animalia","Arthropoda","Insecta","Coleoptera","Ptiliidae","gbif","GBIF:4435833","Acrotrichis thoracica","Acrotrichis thoracica",244
"Actaea pachypoda",1,1,"Actaea pachypoda","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:5371705","Actaea pachypoda","Actaea pachypoda",245
"Actaea rubra",1,1,"Actaea rubra","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:5371704","Actaea rubra","Actaea rubra",246
"Actaea sp.",0,1,"Actaea sp.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Bioshifts_v2",NA,"Actaea sp.","Actaea sp.",247
"Actaea spicata",1,1,"Actaea spicata","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:5371473","Actaea spicata","Actaea spicata",248
"Actebia fennica",1,1,"Actebia fennica","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1787506","Actebia fennica","Actebia fennica",249
"Actebia praecox",1,1,"Actebia praecox","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1787504","Actebia praecox","Actebia praecox",250
