"V1","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","spp_new"
467,"Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Muroto",33.2,134.1,NA,"","control region",26,450,0.935,0.007452413,0.0086,0.000960969,"Girella punctata"
468,"Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Sakai",35.5,133.1,NA,"","control region",29,450,0.902,0.008913376,0.009,0.000947046,"Girella punctata"
469,"Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Shimoda",34.5,138.8,NA,"","control region",25,450,0.933,0.0072,0.0082,0.00096,"Girella punctata"
470,"Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Dosei",44.6166666666667,141.083333333333,NA,"2005","HVR I",35,435,0.99,0.002366432,0.017,0.001521278,"Glyptocephalus stelleri"
471,"Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Doto",42.6666666666667,144,NA,"2005","HVR I",24,435,0.99,0.000816497,0.011,0.001224745,"Glyptocephalus stelleri"
472,"Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Monbetu",44.6,143.6,NA,"2004","HVR I",28,435,0.98,0.002645751,0.014,0.001511858,"Glyptocephalus stelleri"
473,"Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Sea of Okhotsk",44,143,NA,"2004","HVR I",28,435,0.98,0.002645751,0.014,0.001511858,"Glyptocephalus stelleri"
474,"Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Tohoku",39.4,142.7,NA,"2004","HVR I",28,435,0.99,0.002645751,0.015,0.001511858,"Glyptocephalus stelleri"
475,"Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Tottori",36.3833333333333,133.783333333333,NA,"2004","HVR I",28,435,0.98,0.003023716,0.014,0.001511858,"Glyptocephalus stelleri"
476,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Banks Peninsula",-42.4166666666667,172.716666666667,NA,"","control region",40,400,0.988,0.009,0.037,0.029,"Forsterygion capito"
477,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Bluff",-45.4166666666667,168.333333333333,NA,"","control region",60,400,0.586,0.072,0.007,0.004,"Forsterygion capito"
478,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Chatham Islands",-42.15,-175.55,NA,"","control region",5,400,1,0.127,0.008,0.006,"Forsterygion capito"
479,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Doubtful Sound. Fiordland",-44.7666666666667,166.85,NA,"","control region",10,400,0.356,0.159,0.001,0.001,"Forsterygion capito"
480,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Hauraki Gulf",-34.1,175.083333333333,NA,"","control region",10,400,0.844,0.102,0.008,0.006,"Forsterygion capito"
481,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Kaikoura",-41.6,173.7,NA,"","control region",4,400,1,0.167,0.043,0.029,"Forsterygion capito"
482,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Kaipara",-35.75,174.233333333333,NA,"","control region",24,400,0.993,0.014,0.026,0.014,"Forsterygion capito"
483,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Napier",-38.5333333333333,176.883333333333,NA,"","control region",27,400,0.993,0.012,0.022,0.012,"Forsterygion capito"
484,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Nelson",-40.7333333333333,173.233333333333,NA,"","control region",8,400,1,0.063,0.026,0.016,"Forsterygion capito"
485,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","New Plysmouth",-38.95,174.566666666667,NA,"","control region",10,400,0.979,0.054,0.023,0.013,"Forsterygion capito"
486,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Otago",-44.1833333333333,170.65,NA,"","control region",57,400,0.709,0.042,0.045,0.003,"Forsterygion capito"
487,"Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Wellington",-40.9166666666667,174.85,NA,"","control region",7,400,1,0.076,0.021,0.013,"Forsterygion capito"
488,"Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Banks Peninsula",-42.4166666666667,172.716666666667,NA,"","control region",5,400,1,0.127,0.025,0.017,"Forsterygion gymnotum"
489,"Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Bluff",-45.4166666666667,168.333333333333,NA,"","control region",6,400,1,0.096,0.024,0.015,"Forsterygion gymnotum"
490,"Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Hauraki Gulf",-34.1,175.083333333333,NA,"","control region",6,400,0.933,0.122,0.024,0.015,"Forsterygion gymnotum"
491,"Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Kaipara",-35.75,174.233333333333,NA,"","control region",12,400,1,0.034,0.031,0.017,"Forsterygion gymnotum"
492,"Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Nelson",-40.7333333333333,173.233333333333,NA,"","control region",6,400,1,0.045,0.037,0.021,"Forsterygion gymnotum"
493,"Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Te Arai Point",-35.9,174.633333333333,NA,"","control region",11,400,1,0.038,0.032,0.018,"Forsterygion gymnotum"
494,"Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Wellington",-40.9166666666667,174.85,NA,"","control region",14,400,1,0.027,0.033,0.018,"Forsterygion gymnotum"
495,"Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Catlins",-45.6333333333333,169.783333333333,NA,"","control region",14,400,0.615,0.102,0.002,0.002,"Forsterygion nigripenne"
496,"Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Doubtful Sound. Fiordland",-44.7666666666667,166.85,NA,"","control region",10,400,0,0,0,0,"Forsterygion nigripenne"
497,"Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Great Barrier Is",-35.8333333333333,175.333333333333,NA,"","control region",13,400,0.615,0.136,0.002,0.002,"Forsterygion nigripenne"
498,"Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Hauraki Gulf",-34.1,175.083333333333,NA,"","control region",25,400,0.84,0.049,0.005,0.004,"Forsterygion nigripenne"
499,"Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","New Plysmouth",-38.95,174.566666666667,NA,"","control region",5,400,0.758,0.078,0.004,0.003,"Forsterygion nigripenne"
500,"Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Okuru West Coast",-42.1166666666667,168.9,NA,"","control region",5,400,0.166,0.134,0.001,0.001,"Forsterygion nigripenne"
501,"Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Otago",-44.1833333333333,170.65,NA,"","control region",12,400,0,0,0,0,"Forsterygion nigripenne"
502,"Halichoeres cyanocephalus","Yellowcheek wrasse","Rocha 2004","Belize","Belize",17.225,-87.8833333333333,NA,"1997-2002","cytb",12,701,0.68,NA,0.002,NA,"Halichoeres cyanocephalus"
503,"Halichoeres cyanocephalus","Yellowcheek wrasse","Rocha 2004","Brazil","NE Brazil",-6.621,-37.9163888888889,NA,"1997-2002","cytb",5,701,0.9,NA,0.004,NA,"Halichoeres cyanocephalus"
504,"Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","Bahamas","Bahamas",25.76,-76.9491666666667,NA,"1997-2002","cytb",21,701,0.97,NA,0.008,NA,"Halichoeres garnoti"
505,"Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","Belize","Belize",17.225,-87.8833333333333,NA,"1997-2002","cytb",21,701,0.95,NA,0.009,NA,"Halichoeres garnoti"
506,"Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","Bermuda","Bermuda",32.361,-63.8811111111111,NA,"1997-2002","cytb",27,701,0.97,NA,0.008,NA,"Halichoeres garnoti"
507,"Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","St. Croix","St.Croix",18.396,-63.8825,NA,"1997-2002","cytb",23,701,0.98,NA,0.009,NA,"Halichoeres garnoti"
508,"Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","Venezuela","Venezuela",13.24,-65.8483333333333,NA,"1997-2002","cytb",22,701,0.97,NA,0.009,NA,"Halichoeres garnoti"
509,"Halichoeres maculipinna","Clown wrasse","Rocha 2004","","Trindade",-21.698,-60.9163888888889,NA,"1997-2002","cytb",5,701,0.7,NA,0.001,NA,"Halichoeres maculipinna"
510,"Halichoeres maculipinna","Clown wrasse","Rocha 2004","Bahamas","Bahamas",25.76,-76.9491666666667,NA,"1997-2002","cytb",19,701,0.9,NA,0.003,NA,"Halichoeres maculipinna"
511,"Halichoeres maculipinna","Clown wrasse","Rocha 2004","Belize","Belize",17.225,-87.8833333333333,NA,"1997-2002","cytb",19,701,0.87,NA,0.002,NA,"Halichoeres maculipinna"
512,"Halichoeres maculipinna","Clown wrasse","Rocha 2004","Brazil","NE Brazil",-6.621,-37.9163888888889,NA,"1997-2002","cytb",5,701,0.9,NA,0.002,NA,"Halichoeres maculipinna"
513,"Halichoeres maculipinna","Clown wrasse","Rocha 2004","St. Croix","St. Croix",18.396,-63.8825,NA,"1997-2002","cytb",18,701,0.8,NA,0.002,NA,"Halichoeres maculipinna"
514,"Halichoeres maculipinna","Clown wrasse","Rocha 2004","Venezuela","Venezuela",13.24,-65.8483333333333,NA,"1997-2002","cytb",17,701,0.88,NA,0.003,NA,"Halichoeres maculipinna"
515,"Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Jumoonjin",37.8872,128.8351,NA,"2007","COI",39,697,0.55,NA,0.002,NA,"Hexagrammos otakii"
516,"Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Jumoonjin",37.8872,128.8351,NA,"2007","COIII-ND3-ND4L",39,764,0.79,NA,0.002,NA,"Hexagrammos otakii"
517,"Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Jumoonjin",37.8872,128.8351,NA,"2007","cytb",39,865,0.95,NA,0.005,NA,"Hexagrammos otakii"
518,"Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Taean",36.6513,126.2388,NA,"2007","COI",50,697,0.81,NA,0.003,NA,"Hexagrammos otakii"
519,"Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Taean",36.6513,126.2388,NA,"2007","COIII-ND3-ND4L",50,764,0.84,NA,0.002,NA,"Hexagrammos otakii"
520,"Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Taean",36.6513,126.2388,NA,"2007","cytb",50,865,0.97,NA,0.004,NA,"Hexagrammos otakii"
521,"Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Tongyoung",34.9468,128.46,NA,"2008","COI",50,697,0.66,NA,0.002,NA,"Hexagrammos otakii"
522,"Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Tongyoung",34.9468,128.46,NA,"2008","COIII-ND3-ND4L",50,764,0.81,NA,0.002,NA,"Hexagrammos otakii"
523,"Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Tongyoung",34.9468,128.46,NA,"2008","cytb",50,865,0.95,NA,0.004,NA,"Hexagrammos otakii"
524,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Canary Islands","Lanzarote",27.07,-15.28,NA,"","control region",19,406,0.83,NA,0.002,NA,"Hippocampus hippocampus"
525,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Channel Islands","Jersey",49.71,-1.56,NA,"","control region",8,406,0.46,NA,5e-04,NA,"Hippocampus hippocampus"
526,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","France","Le Grau du Roi",43.11,5.58,NA,"","control region",19,406,0.82,NA,0.0019,NA,"Hippocampus hippocampus"
527,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","France  ","Arcachon",43.87,-1.44,NA,"","control region",13,406,0.53,NA,6e-04,NA,"Hippocampus hippocampus"
528,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","France  ","Brest",48.17,-4.66,NA,"","control region",8,406,0.64,NA,0.0014,NA,"Hippocampus hippocampus"
529,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","France  ","La Rochelle",44.58,-1.44,NA,"","control region",8,406,0.79,NA,0.0012,NA,"Hippocampus hippocampus"
530,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Greece","Greece",38.27,23.94,NA,"","control region",9,406,0.94,NA,0.0022,NA,"Hippocampus hippocampus"
531,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Israel","Israel",33.51,35.22,NA,"","control region",6,406,0.8,NA,0.0011,NA,"Hippocampus hippocampus"
532,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Italy","Napoli",41.51,12.71,NA,"","control region",18,406,0.82,NA,0.0014,NA,"Hippocampus hippocampus"
533,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Italy","Riccione",45.57,12.96,NA,"","control region",24,406,0.7,NA,0.0013,NA,"Hippocampus hippocampus"
534,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Malta","Gozo",35.95,16.53,NA,"","control region",5,406,0.7,NA,0.0017,NA,"Hippocampus hippocampus"
535,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Portugal","Portimao",37.2,-8.99,NA,"","control region",6,406,0.87,NA,0.0025,NA,"Hippocampus hippocampus"
536,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Portugal","Ria Formosa",36.77,-6.77,NA,"","control region",24,406,0.89,NA,0.0029,NA,"Hippocampus hippocampus"
537,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Senegal","Senegal",12.72,-16.9,NA,"","control region",26,406,0.92,NA,0.004,NA,"Hippocampus hippocampus"
538,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Spain","Alicante",38.79,-0.02,NA,"","control region",6,406,0.73,NA,0.0013,NA,"Hippocampus hippocampus"
539,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Spain","Malaga",36.47,-3.71,NA,"","control region",18,406,0.84,NA,0.0021,NA,"Hippocampus hippocampus"
540,"Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","United Kingdom","South Coast",50.74,-0.32,NA,"","control region",31,406,0.86,NA,0.0017,NA,"Hippocampus hippocampus"
541,"Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Ecuador","Guayaquil",-2.51,-80.7,NA,"","control region",6,428,0.8,NA,0.0057,NA,"Hippocampus ingens"
542,"Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Ecuador","Manta and Salango",-1.04,-81.09,NA,"","control region",17,428,0.684,NA,0.002,NA,"Hippocampus ingens"
543,"Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Guatemala","BuenaVista and Puerto San Jose",13.82,-91.63,NA,"","control region",30,428,0.897,NA,0.0058,NA,"Hippocampus ingens"
544,"Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Mexico","Gulf of California",27.7,-111.89,NA,"","control region",10,428,0.756,NA,0.0062,NA,"Hippocampus ingens"
545,"Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Mexico","Mazatlan",23.1,-106.6,NA,"","control region",6,428,0.8,NA,0.0047,NA,"Hippocampus ingens"
546,"Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Mexico","Salina Cruz",15.73,-95.27,NA,"","control region",5,428,0.4,NA,0.002,NA,"Hippocampus ingens"
547,"Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Peru","Chiclayo and Sechura",-6.43,-80.9,NA,"","control region",7,428,0.667,NA,0.0018,NA,"Hippocampus ingens"
548,"Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Peru","Pisco",-14.23,-76.4,NA,"","control region",4,428,0.833,NA,0.0035,NA,"Hippocampus ingens"
549,"Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","USA","San Diego",34.18,-119.93,NA,"","control region",18,428,0.471,NA,0.0011,NA,"Hippocampus ingens"
550,"Hippocampus kuda","Spotted seahorse","Goswami et. al 2009 Hydrobiologia 621:213-221","India","Kollam",8.87472222222222,76.5883333333333,NA,"","cytb",17,350,0.61,NA,0.006,NA,"Hippocampus kuda"
551,"Hippocampus kuda","Spotted seahorse","Goswami et. al 2009 Hydrobiologia 621:213-221","India","Mandapam",9.2775,79.1241666666667,NA,"","cytb",20,350,0.52,NA,0.004,NA,"Hippocampus kuda"
552,"Hippocampus kuda","Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Aow Po",8.05,98.2,NA,"","control region",6,353,0.33,0.089814624,9e-04,0.000244949,"Hippocampus kuda"
553,"Hippocampus kuda","Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Bangsaen",13.27,100.84,NA,"","control region",37,353,0.57,0.013151919,0.0019,6.58e-05,"Hippocampus kuda"
554,"Hippocampus kuda","Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Cha-um",12.9,100.09,NA,"","control region",20,353,0.56,0.026832816,0.0024,0.000156525,"Hippocampus kuda"
555,"Hippocampus kuda","Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Chang Is.",11.92,102.25,NA,"","control region",10,353,0.6,0.04110961,0.0019,0.000126491,"Hippocampus kuda"
556,"Hippocampus kuda","Spotted seahorse","Panithanarak et. al 2010 Zoological Studies 49(4):564-576","Thailand","Samed I.",12.54,101.37,NA,"","control region",28,353,0.47,0.018898224,0.0019,7.56e-05,"Hippocampus kuda"
